Ticker,Latest Close,RSI,SMA20,SMA50,SMA200,52W High,52W Low,Volatility,Avg Volume,Rel Performance,Uptrend,Downtrend,Wedge,Trendline Support,Triangle Asc,Channel Up,Channel Down,Double Bottom,Multiple Bottom,Head and Shoulders
IBFN,16.0,75.0,12.1,11.4,21.73,71.0,2.0,0.5982429648876341,468920.0,-0.997593984962406,No,No,Yes,No,Yes,No,No,No,No,No
IBOS,29.0,50.0,29.6,31.54,70.305,406.0,27.0,0.6048052429445216,8017695.0,-0.9956390977443609,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No
IBST,5025.0,0.0,5411.0,5211.4,5281.55,6800.0,4000.0,22.726925832651656,140.0,-0.2443609022556391,No,No,Yes,No,Yes,No,Yes,Yes,No,No
ICBP,10925.0,48.148148148148145,11012.5,10690.5,11376.5,12800.0,9575.0,157.12779746675483,4292875.0,0.6428571428571428,No,No,No,No,No,No,No,Yes,No,No
ICON,38.0,66.66666666666666,35.4,34.82,34.85,50.0,16.0,0.7863974571794556,81915.0,-0.9942857142857143,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No
IDEA,43.0,50.0,42.75,41.32,36.915,54.0,27.0,0.9403246430672374,2296695.0,-0.9935338345864662,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No
IDPR,188.0,59.75609756097561,175.7,167.16,168.43,206.0,134.0,9.98683343274748,314865.0,-0.9717293233082707,No,No,Yes,Yes,Yes,Yes,No,No,No,No
IFII,244.0,53.96825396825397,241.3,236.52,206.81,298.0,154.0,11.43217987744691,1589935.0,-0.9633082706766918,No,No,No,Yes,Yes,Yes,No,Yes,No,No
IFSH,785.0,51.06382978723405,798.5,761.1,848.325,1290.0,685.0,62.7945689900449,62510.0,-0.8819548872180452,No,No,No,No,No,No,No,Yes,No,No
IGAR,540.0,68.75,523.25,528.7,515.275,555.0,434.0,8.140056893164566,129290.0,-0.918796992481203,No,No,Yes,Yes,Yes,Yes,No,No,No,No
IIKP,50.0,,50.0,50.0,50.0,50.0,50.0,0.0,0.0,-0.9924812030075187,No,No,Yes,No,Yes,No,No,Yes,Yes,No
IKAI,8.0,50.0,8.0,7.98,10.905,19.0,6.0,0.48936039096378936,4188480.0,-0.998796992481203,No,No,Yes,No,Yes,No,No,No,Yes,No
IKAN,82.0,41.7391304347826,103.85,129.0,56.775,242.0,13.0,5.685623597949968,5529610.0,-0.9876691729323308,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No
IKBI,394.0,76.92307692307692,365.2,355.8,398.03,530.0,318.0,8.497058309092584,30400.0,-0.9407518796992481,No,No,Yes,No,Yes,No,No,No,No,No
IKPM,238.0,51.85185185185185,235.9,234.52,260.29,316.0,204.0,10.156667497019106,152960.0,-0.9642105263157895,No,No,Yes,No,Yes,No,No,Yes,No,No
IMAS,920.0,57.142857142857146,878.75,862.9,1049.7,1380.0,740.0,26.01998219816082,1036105.0,-0.8616541353383459,No,No,No,No,No,No,No,No,No,No
IMJS,192.0,65.21739130434783,179.3,173.18,171.695,240.0,135.0,4.045790523583444,7171960.0,-0.9711278195488722,No,No,Yes,Yes,Yes,Yes,No,No,No,No
IMPC,324.0,48.83720930232558,323.2,312.64,331.78,378.0,282.0,6.524447942992109,17429940.0,-0.9512781954887218,No,No,No,No,Yes,No,No,No,No,No
INAF,126.0,,126.0,126.0,126.0,288.0,126.0,0.0,0.0,-0.9810526315789474,No,No,Yes,No,Yes,No,No,Yes,Yes,No
INAI,162.0,57.83132530120482,156.25,161.98,137.345,216.0,82.0,12.13737160104456,2747210.0,-0.9756390977443609,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No
INCF,28.0,68.42105263157895,23.65,21.66,22.47,31.0,11.0,1.297771333606751,2098805.0,-0.9957894736842106,No,No,Yes,Yes,Yes,Yes,No,No,No,No
INCI,630.0,61.11111111111111,601.5,569.8,574.725,630.0,505.0,15.269508657617958,65455.0,-0.9052631578947369,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No
INCO,2990.0,77.90697674418604,2651.5,2549.8,3391.45,5200.0,1840.0,69.65327664423032,22815950.0,-0.5503759398496241,No,No,No,No,No,No,No,No,No,No
INDF,8100.0,62.135922330097095,7696.25,7409.5,7291.875,8450.0,5875.0,107.42194228425146,7266770.0,0.21804511278195493,No,No,No,Yes,No,Yes,No,No,No,No
INDO,165.0,66.66666666666666,157.5,151.36,120.745,180.0,98.0,6.5796736371333555,5073165.0,-0.975187969924812,No,No,Yes,Yes,Yes,Yes,No,No,No,No
INDR,2310.0,55.35714285714286,2314.0,2242.0,2729.45,3580.0,2000.0,65.2505293377493,14740.0,-0.6526315789473685,No,No,No,No,No,No,No,No,No,No
INDS,256.0,79.16666666666667,227.9,215.98,257.845,380.0,197.0,5.267577083358156,204895.0,-0.9615037593984962,No,No,Yes,No,Yes,No,No,No,No,No
INDX,71.0,46.666666666666664,71.85,79.34,86.425,132.0,69.0,1.6827295847418973,2119660.0,-0.9893233082706767,No,No,Yes,No,Yes,No,Yes,No,Yes,No
INDY,1445.0,45.36082474226804,1431.75,1324.9,1475.275,1790.0,905.0,61.1356343664031,23772155.0,-0.7827067669172932,No,No,No,No,No,No,No,No,No,No
INET,162.0,47.368421052631575,168.75,139.9,90.745,192.0,50.0,12.091754472524775,187272880.0,-0.9756390977443609,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No
INKP,6350.0,80.28169014084507,5488.0,5155.0,6973.25,9800.0,4350.0,83.26361118327081,7657010.0,-0.045112781954887216,No,No,No,No,No,No,No,No,No,No
INOV,94.0,51.85185185185185,92.05,88.62,92.85,117.0,52.0,2.1343062258891217,349510.0,-0.9858646616541353,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No
INPC,178.0,43.90243902439024,180.55,166.58,162.88,436.0,51.0,7.666742937941556,43165215.0,-0.9732330827067669,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No
INPP,895.0,0.0,899.75,908.3,972.6,1100.0,885.0,21.31221542271072,13050.0,-0.8654135338345865,No,No,No,No,No,No,Yes,Yes,Yes,No
INPS,104.0,52.94117647058823,103.15,103.68,124.165,185.0,98.0,1.6819474654020958,442010.0,-0.9843609022556391,No,No,Yes,No,Yes,No,No,Yes,No,No
INRU,412.0,77.77777777777777,391.9,398.08,471.06,600.0,360.0,8.556930088514813,27595.0,-0.9380451127819549,No,No,No,No,Yes,No,No,No,No,No
INTA,13.0,66.66666666666666,11.75,11.36,13.01,30.0,4.0,0.48936039084632077,935665.0,-0.9980451127819548,No,No,Yes,No,Yes,No,No,Yes,Yes,No
INTD,195.0,52.94117647058823,190.1,193.1,187.84,264.0,110.0,5.822822602989761,134115.0,-0.9706766917293234,No,No,Yes,Yes,Yes,Yes,No,No,No,No
INTP,5350.0,47.916666666666664,5256.25,4952.3,6350.575,7900.0,4370.0,77.11918322287191,3951370.0,-0.19548872180451127,No,No,No,No,No,No,No,No,Yes,No
IOTF,210.0,97.72727272727273,170.6,133.32,147.565,294.0,60.0,12.542454217690768,56043910.0,-0.968421052631579,No,No,Yes,Yes,Yes,Yes,No,No,No,No
IPAC,140.0,65.625,131.1,136.56,106.3,164.0,73.0,6.251526122107395,25305.0,-0.9789473684210527,No,No,Yes,Yes,Yes,Yes,No,No,No,No
IPCC,1075.0,71.69811320754718,987.5,844.9,738.375,1080.0,620.0,22.033168774015884,4415670.0,-0.8383458646616542,No,No,No,Yes,No,Yes,No,No,No,No
IPCM,296.0,77.77777777777777,280.5,266.56,267.89,296.0,248.0,4.078183278789002,1525225.0,-0.9554887218045113,No,No,Yes,Yes,Yes,Yes,No,No,No,No
IPOL,118.0,45.45454545454546,118.05,118.98,125.205,144.0,113.0,6.248368200672401,64380.0,-0.9822556390977444,No,No,Yes,No,Yes,No,Yes,No,No,No
IPTV,31.0,85.71428571428571,22.8,21.32,26.585,50.0,19.0,0.5104176953700278,6930085.0,-0.9953383458646616,No,No,Yes,Yes,Yes,Yes,No,No,No,No
IRRA,464.0,89.74358974358974,414.3,396.48,432.89,530.0,374.0,5.092822597865089,1015310.0,-0.9302255639097744,No,No,Yes,Yes,Yes,Yes,No,No,No,No
IRSX,31.0,66.66666666666666,26.35,26.32,21.505,50.0,9.0,0.7677718360108258,3605095.0,-0.9953383458646616,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No
ISAP,12.0,60.0,11.4,10.92,10.235,16.0,7.0,0.36634742292038197,9371710.0,-0.9981954887218045,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No
ISAT,2110.0,64.80446927374302,1878.75,1654.5,2268.725,2987.5,1255.0,67.25051359548468,38700240.0,-0.6827067669172933,No,No,No,No,No,No,No,No,No,No
ISEA,74.0,78.04878048780488,61.55,57.14,86.1,2110.0,50.0,6.5652594379023865,23651790.0,-0.9888721804511278,No,No,Yes,No,Yes,No,No,No,No,No
ISSP,298.0,55.99999999999999,287.4,267.76,281.02,314.0,238.0,4.867723980481993,3746015.0,-0.955187969924812,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No
ITIC,230.0,38.46153846153846,234.3,224.0,251.4,284.0,198.0,2.627786723827125,193950.0,-0.9654135338345865,No,No,Yes,No,Yes,No,No,Yes,Yes,No
ITMA,815.0,43.05555555555556,859.75,831.7,797.115,960.0,488.0,21.70374694580756,39544665.0,-0.8774436090225564,No,No,No,Yes,No,No,No,Yes,Yes,No
ITMG,22600.0,64.28571428571428,22382.5,22996.0,25450.125,28200.0,21825.0,111.29471307211897,2429830.0,2.398496240601504,No,No,No,No,No,No,Yes,No,No,No
JARR,420.0,66.66666666666666,382.6,369.08,310.13,438.0,236.0,6.121575297099792,5468235.0,-0.9368421052631579,No,No,Yes,Yes,Yes,Yes,No,No,No,No
JAST,62.0,60.0,58.85,57.88,55.985,76.0,31.0,1.9999999768465184,3749900.0,-0.9906766917293233,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No
JATI,180.0,100.0,97.45,68.98,54.745,180.0,50.0,10.742316711420857,48779185.0,-0.9729323308270676,No,No,Yes,Yes,Yes,Yes,No,No,No,No
JAWA,117.0,82.05128205128204,99.1,96.52,106.39,152.0,74.0,6.737756921149115,6128385.0,-0.982406015037594,No,No,Yes,Yes,Yes,Yes,No,No,No,No
JAYA,91.0,53.33333333333333,90.0,90.5,98.02,122.0,79.0,2.462348026198035,270490.0,-0.9863157894736843,No,No,Yes,No,Yes,No,No,Yes,No,No
JECC,875.0,61.904761904761905,822.25,739.4,646.675,900.0,590.0,35.149118427405114,82030.0,-0.868421052631579,No,No,No,Yes,No,Yes,No,No,No,No
JGLE,8.0,50.0,7.7,7.16,7.88,12.0,4.0,0.41039122797425254,17006535.0,-0.998796992481203,No,No,Yes,Yes,Yes,Yes,No,No,No,No
JIHD,715.0,10.714285714285722,763.0,729.7,825.075,2720.0,288.0,36.000730985453586,3693095.0,-0.8924812030075188,No,No,No,No,No,No,Yes,Yes,Yes,No
JKON,76.0,53.846153846153854,73.9,72.56,85.35,110.0,63.0,1.1459309761777605,6308225.0,-0.9885714285714285,No,No,Yes,No,Yes,No,No,No,Yes,No
JKSW,60.0,,60.0,60.0,60.0,60.0,60.0,0.0,0.0,-0.9909774436090225,No,No,Yes,No,Yes,No,No,Yes,Yes,No
JMAS,142.0,72.97297297297297,131.5,131.1,130.895,173.0,53.0,3.265046128809537,9709470.0,-0.9786466165413534,No,No,Yes,Yes,Yes,Yes,No,No,No,No
JPFA,1805.0,52.52525252525253,1800.0,1928.8,1780.6,2180.0,1090.0,37.5008771814986,37464965.0,-0.7285714285714286,No,No,No,Yes,No,No,No,No,No,No
JRPT,715.0,66.66666666666666,706.5,721.4,689.575,755.0,630.0,4.103913397075583,605305.0,-0.8924812030075188,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No
JSKY,52.0,,52.0,52.0,52.0,52.0,52.0,0.0,0.0,-0.9921804511278195,No,No,Yes,No,Yes,No,No,Yes,Yes,No
JSMR,4050.0,26.190476190476204,4235.0,4007.0,4577.75,5550.0,3560.0,67.8601503086228,5496625.0,-0.39097744360902253,No,No,No,No,No,No,No,No,Yes,No
JSPT,5825.0,35.294117647058826,6143.75,8357.5,7537.675,21250.0,1350.0,253.12520305367417,25560.0,-0.12406015037593987,No,No,No,No,No,No,Yes,Yes,Yes,No
JTPE,234.0,54.54545454545455,229.9,223.4,242.81,290.0,210.0,2.9929742137100597,2790760.0,-0.964812030075188,No,No,Yes,No,Yes,No,No,No,No,No
KAEF,545.0,88.0794701986755,454.05,455.52,604.63,850.0,346.0,16.912390347780157,1544385.0,-0.9180451127819549,No,No,No,No,Yes,No,No,No,No,No
KAQI,50.0,,50.0,,480.7,845.0,50.0,1.1459309760115863,12828940.0,-0.9924812030075187,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No
KARW,1370.0,56.83760683760684,1313.25,1129.9,2402.55,7150.0,302.0,24.569985967304714,387555.0,-0.793984962406015,No,No,No,No,Yes,No,No,Yes,No,No
KAYU,18.0,,18.0,18.0,18.0,18.0,18.0,0.0,0.0,-0.9972932330827068,No,No,Yes,No,Yes,No,No,Yes,Yes,No
KBAG,33.0,42.857142857142854,33.45,29.78,23.09,37.0,9.0,0.5982429638633472,3280570.0,-0.9950375939849624,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No
KBLI,388.0,50.0,389.2,380.64,391.03,444.0,318.0,4.103913397017022,378755.0,-0.9416541353383459,No,No,Yes,No,Yes,No,No,Yes,No,No
KBLM,304.0,68.9655172413793,292.2,283.12,295.19,364.0,220.0,5.6717211637824985,229595.0,-0.9542857142857143,No,No,Yes,Yes,Yes,Yes,No,No,No,No
KBLV,63.0,31.578947368421055,103.3,98.08,80.505,138.0,29.0,8.041176917772056,15037965.0,-0.9905263157894737,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No
KBRI,50.0,,50.0,50.0,50.0,50.0,50.0,0.0,0.0,-0.9924812030075187,No,No,Yes,No,Yes,No,No,Yes,Yes,No
KDSI,434.0,47.22222222222222,432.3,410.12,428.10875,505.0,350.0,10.302784493921887,26970.0,-0.9347368421052632,No,No,Yes,Yes,Yes,Yes,No,No,No,No
KDTN,123.0,60.0,120.45,121.58,120.71,129.0,90.0,1.9029063399392705,50150.0,-0.9815037593984962,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No
KEEN,850.0,65.51724137931035,814.75,708.5,672.575,905.0,560.0,15.423836641689318,5548165.0,-0.8721804511278195,No,No,No,Yes,No,Yes,No,No,No,No
KEJU,610.0,55.55555555555556,611.75,617.5,539.1466661071777,1190.0,314.6666564941406,18.431951660433548,893375.0,-0.9082706766917293,No,No,No,Yes,No,No,No,Yes,No,No
KETR,197.0,68.81720430107526,180.8,174.16,186.135,224.0,160.0,13.892822831336431,2536705.0,-0.9703759398496241,No,No,No,Yes,Yes,Yes,No,No,No,No
KIAS,18.0,60.0,17.85,18.04,20.69,31.0,10.0,0.4893603898669355,349120.0,-0.9972932330827068,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No
KICI,116.0,61.53846153846153,111.7,113.42,126.08,181.0,104.0,1.0399898337794442,342395.0,-0.9825563909774436,No,No,Yes,No,Yes,No,No,No,No,No
KIJA,181.0,65.0,175.55,174.22,176.395,204.0,115.0,2.330574790557436,154972420.0,-0.9727819548872181,No,No,Yes,Yes,Yes,Yes,No,No,No,No
KING,204.0,60.6060606060606,200.15,198.34,179.205,212.0,136.0,2.97843122106274,961605.0,-0.9693233082706767,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No
KINO,1120.0,59.09090909090909,1099.5,1117.0,1227.05,1425.0,1010.0,19.619740325337926,18885.0,-0.8315789473684211,No,No,No,No,No,No,No,No,No,No
KIOS,53.0,63.63636363636363,50.4,50.16,50.275,64.0,50.0,3.6620385337639783,7005705.0,-0.9920300751879699,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No
KJEN,125.0,55.55555555555556,121.3,111.66,99.34,206.0,50.0,8.178276739839921,10203955.0,-0.981203007518797,No,No,Yes,Yes,Yes,Yes,No,No,No,No
KKES,25.0,55.55555555555556,23.3,24.48,28.27,50.0,16.0,0.638666300831916,425385.0,-0.9962406015037594,No,No,Yes,No,Yes,No,No,No,Yes,No
KKGI,406.0,52.38095238095237,397.1,393.8,503.5064335632324,666.4677124023438,358.0,10.877306163789788,8097975.0,-0.9389473684210526,No,No,Yes,No,Yes,No,No,No,Yes,No
KLAS,135.0,76.59574468085107,118.4,112.4,114.6419228363037,175.0,43.269229888916016,5.557356424898804,12495150.0,-0.9796992481203007,No,No,Yes,Yes,Yes,Yes,No,No,No,No
KLBF,1505.0,75.72815533980582,1358.75,1213.4,1446.35,1750.0,1015.0,21.88486619398727,40510195.0,-0.7736842105263158,No,No,No,Yes,No,Yes,No,No,No,No
KLIN,170.0,58.82352941176471,168.15,158.48,113.485,232.0,11.0,4.957450523856149,7668665.0,-0.9744360902255639,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No
KMDS,645.0,67.74193548387098,609.5,610.1,601.24,880.0,440.0,12.886141062638847,211195.0,-0.9030075187969925,No,No,No,Yes,No,Yes,No,Yes,No,No
KMTR,338.0,76.47058823529412,280.0,293.36,293.72,370.0,180.0,15.593183393017972,184890.0,-0.9491729323308271,No,No,No,Yes,Yes,Yes,No,Yes,No,No
KOBX,155.0,50.476190476190474,160.5,151.7,161.175,216.0,110.0,15.010873248968322,5791315.0,-0.9766917293233083,No,No,Yes,No,Yes,No,No,Yes,No,No
KOCI,53.0,57.89473684210526,50.95,50.38,51.12,57.0,50.0,4.7047008866998805,17771225.0,-0.9920300751879699,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No
KOIN,65.0,,65.0,65.46,69.845,75.0,57.0,0.0,4595.0,-0.9902255639097745,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No
KOKA,83.0,54.54545454545455,80.95,84.32,72.29,121.0,51.0,3.092861034821,16950240.0,-0.9875187969924812,No,No,Yes,Yes,Yes,No,No,No,No,No
KONI,1395.0,56.390977443609025,1365.5,1353.3,1277.8,2110.0,855.0,79.13346487464113,26435.0,-0.7902255639097744,No,No,No,Yes,No,Yes,No,Yes,No,No
KOPI,680.0,4.545454545454547,947.0,934.8,633.24,1120.0,230.0,45.143047490719916,700310.0,-0.8977443609022556,No,No,No,Yes,No,No,No,Yes,Yes,No
KOTA,10.0,55.55555555555556,9.15,8.22,9.25,15.0,5.0,0.4701622470533351,9663325.0,-0.9984962406015038,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No
KPAL,50.0,,50.0,50.0,50.0,50.0,50.0,0.0,0.0,-0.9924812030075187,No,No,Yes,No,Yes,No,No,Yes,Yes,No
KPAS,62.0,,62.0,62.0,62.0,62.0,62.0,0.0,0.0,-0.9906766917293233,No,No,Yes,No,Yes,No,No,Yes,Yes,No
KPIG,125.0,55.99999999999999,124.55,120.76,145.62,242.0,50.0,2.1126187071424907,137240780.0,-0.981203007518797,No,No,Yes,No,Yes,No,No,Yes,No,No
KRAH,436.0,,436.0,436.0,436.0,436.0,436.0,0.0,0.0,-0.934436090225564,No,No,Yes,No,Yes,No,No,Yes,Yes,No
KRAS,130.0,56.52173913043478,128.55,114.92,118.735,168.0,81.0,3.5314377438409323,13710745.0,-0.9804511278195489,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No
KREN,10.0,50.0,9.7,9.52,8.25,15.0,4.0,0.48936038987837455,11119415.0,-0.9984962406015038,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No
KRYA,169.0,96.3963963963964,109.2,75.92,60.065,169.0,50.0,11.0752212719593,35144430.0,-0.9745864661654136,No,No,Yes,Yes,Yes,Yes,No,No,No,No
KSIX,191.0,32.432432432432435,200.75,198.84,129.185,565.0,50.0,5.9672350920618635,684550.0,-0.9712781954887219,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No
KUAS,52.0,54.54545454545455,50.95,50.52,51.225,54.0,50.0,1.6091841383762404,2498170.0,-0.9921804511278195,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No
LABA,144.0,48.88888888888889,149.3,157.14,327.15,775.0,50.0,4.37065572723666,30758730.0,-0.9783458646616542,No,No,Yes,No,Yes,No,Yes,Yes,No,No
LABS,126.0,86.66666666666667,119.3,115.48,131.68,258.0,99.0,0.9445131921576441,769460.0,-0.9810526315789474,No,No,Yes,No,Yes,No,No,No,No,No
LAJU,61.0,100.0,50.55,50.22,50.055,61.0,50.0,3.0607876371303164,9595395.0,-0.990827067669173,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No
LAND,34.0,91.30434782608695,20.5,16.78,16.76,34.0,9.0,0.587142869390169,3112700.0,-0.9948872180451128,No,No,Yes,Yes,Yes,Yes,No,No,No,No
LAPD,42.0,92.3076923076923,25.65,22.26,17.9,42.0,5.0,0.8255778911412665,3551620.0,-0.9936842105263158,No,No,Yes,Yes,Yes,Yes,No,No,No,No
LCGP,114.0,,114.0,114.0,114.0,114.0,114.0,0.0,0.0,-0.9828571428571429,No,No,Yes,No,Yes,No,No,Yes,Yes,No
LCKM,197.0,32.18390804597702,219.15,229.26,268.215,314.0,195.0,10.642021964176859,71385.0,-0.9703759398496241,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No
LEAD,75.0,48.88888888888889,79.4,76.24,95.715,148.0,63.0,4.084631003327968,12107260.0,-0.9887218045112782,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No
LIFE,6275.0,42.168674698795186,6326.25,6206.0,6762.125,10450.0,5050.0,297.63044464378567,36110.0,-0.05639097744360899,No,No,No,No,No,No,No,Yes,No,No
LINK,1465.0,10.091743119266056,1754.0,1827.8,1617.75,2500.0,840.0,42.73156727774573,6635.0,-0.7796992481203008,No,No,No,No,No,No,Yes,Yes,Yes,No
LION,422.0,51.42857142857143,421.5,436.94,421.235,870.0,252.0,12.887774701213448,156980.0,-0.9365413533834587,No,No,Yes,Yes,Yes,No,No,Yes,No,No
LIVE,156.0,75.86206896551724,144.3,176.68,197.42,330.0,125.0,4.475371188563754,16515870.0,-0.9765413533834586,No,No,Yes,No,Yes,No,Yes,No,Yes,No
LMAX,54.0,80.95238095238095,37.3,31.46,31.095,60.0,14.0,2.8928223173237986,7174270.0,-0.9918796992481203,No,No,Yes,Yes,Yes,Yes,No,No,No,No
LMPI,148.0,65.65656565656566,128.6,125.74,115.77,182.0,69.0,15.526801951931306,9064960.0,-0.9777443609022556,No,No,No,Yes,Yes,Yes,No,No,No,No
LPCK,520.0,54.601226993865026,509.2,495.1516320800781,621.9779080200195,845.0,441.3995056152344,15.732216356448665,2060700.0,-0.9218045112781955,No,No,Yes,No,Yes,No,No,No,Yes,No
LPGI,510.0,65.625,431.4,376.08,354.23,510.0,278.0,23.866459616882626,174230.0,-0.9233082706766917,No,No,No,Yes,No,Yes,No,Yes,No,No
LPIN,392.0,59.523809523809526,382.5,378.0,376.88,424.0,294.0,7.639233904254444,183930.0,-0.9410526315789474,No,No,Yes,Yes,Yes,Yes,No,No,No,No
LPKR,92.0,63.15789473684211,88.0,84.82,92.91,133.0,52.0,1.3088765418147614,28113515.0,-0.9861654135338346,No,No,Yes,No,Yes,No,No,No,No,No
LPLI,298.0,52.631578947368425,296.8,295.56,265.58,332.0,202.0,10.127606872292668,365260.0,-0.955187969924812,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No
LPPF,1945.0,87.01298701298701,1848.75,1838.6,1598.575,2050.0,1345.0,46.46659807592802,11429025.0,-0.7075187969924812,No,No,No,Yes,No,Yes,No,No,No,No
LPPS,57.0,37.5,58.1,57.18,59.12,102.0,52.0,1.3764943694364813,629990.0,-0.9914285714285714,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No
LRNA,138.0,45.45454545454545,139.6,146.28,162.395,214.0,125.0,5.552619098625812,286055.0,-0.9792481203007519,No,No,Yes,No,Yes,No,Yes,Yes,No,No
LSIP,1225.0,62.96296296296296,1173.0,1110.0,1038.15,1295.0,755.0,15.172256533833497,11451505.0,-0.8157894736842105,No,No,No,Yes,No,Yes,No,No,No,No
LTLS,945.0,51.35135135135135,941.75,942.4,989.8,1100.0,845.0,15.750939818638358,108190.0,-0.8578947368421053,No,No,No,No,Yes,No,No,No,No,No
LUCK,73.0,74.19354838709677,65.3,61.66,65.865,86.0,50.0,4.812265022195961,11547255.0,-0.9890225563909775,No,No,Yes,Yes,Yes,Yes,No,No,No,No
LUCY,127.0,22.727272727272734,136.95,117.78,116.56,151.0,83.0,3.804083666088969,934240.0,-0.9809022556390977,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No
MAHA,170.0,48.38709677419355,167.6,159.12,174.75,246.0,144.0,2.372540257914417,2507325.0,-0.9744360902255639,No,No,Yes,No,Yes,No,No,No,No,No
MAIN,740.0,45.714285714285715,741.5,742.5,781.675,905.0,496.0,10.11447633276929,2885470.0,-0.8887218045112781,No,No,Yes,No,Yes,No,Yes,No,Yes,No
MANG,36.0,71.42857142857143,32.9,34.48,84.49,214.0,29.0,0.8335086976631468,4076470.0,-0.9945864661654136,No,No,Yes,No,Yes,No,No,Yes,No,No
MAPA,665.0,52.631578947368425,678.5,706.6,872.075,1100.0,520.0,13.465355152428913,30100240.0,-0.9,No,No,No,No,No,No,Yes,Yes,No,No
MAPB,1150.0,71.15384615384616,1078.0,1079.2,1409.3,1980.0,1015.0,11.798751045038724,48110.0,-0.8270676691729324,No,No,Yes,No,Yes,No,No,No,No,No
MAPI,1295.0,41.07142857142856,1343.75,1362.5,1460.45,1850.0,1100.0,20.344079700368333,28457380.0,-0.8052631578947369,No,No,No,No,No,No,Yes,Yes,Yes,No
MARI,50.0,,50.0,50.0,50.48,67.0,50.0,0.0,385025.0,-0.9924812030075187,No,No,Yes,No,Yes,No,No,Yes,Yes,No
MARK,805.0,43.33333333333333,818.75,863.9,965.575,1185.0,795.0,13.206358114337503,19584875.0,-0.8789473684210526,No,No,No,No,No,No,Yes,No,Yes,No
MASB,3380.0,63.04347826086957,3296.5,3309.0,3376.35,3640.0,3000.0,26.157418187253263,1115.0,-0.4917293233082707,No,No,Yes,Yes,Yes,Yes,No,No,No,No
MAXI,50.0,50.0,50.3,51.94,54.17,58.0,41.0,2.2100249847611444,2449915.0,-0.9924812030075187,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No
MBAP,2000.0,54.88721804511278,1858.5,1687.4,2634.7,3650.0,1375.0,46.36809247648582,304905.0,-0.6992481203007519,No,No,No,No,No,No,No,No,No,No
MBMA,364.0,66.66666666666666,333.0,310.44,459.075,725.0,242.0,10.075504423145194,299353555.0,-0.9452631578947368,No,No,No,No,Yes,No,No,No,No,No
MBTO,76.0,30.0,77.15,82.4,92.995,119.0,60.0,5.557356424888264,778700.0,-0.9885714285714285,No,No,Yes,No,Yes,No,Yes,No,Yes,No
MCAS,1540.0,54.76190476190476,1507.0,1501.6,1253.6,1755.0,800.0,26.171247781367995,208135.0,-0.7684210526315789,No,No,No,Yes,No,Yes,No,No,Yes,No
MCOL,4810.0,30.370370370370367,5007.75,5018.4,5258.35,6025.0,4780.0,66.05221220178919,91755.0,-0.2766917293233083,No,No,No,No,No,No,Yes,Yes,Yes,No
MCOR,71.0,63.63636363636363,69.0,67.46,73.34,88.0,60.0,0.550119519536605,4128520.0,-0.9893233082706767,No,No,Yes,No,Yes,No,No,No,No,No
MDIA,27.0,42.10526315789474,27.55,32.48,17.915,48.0,8.0,0.7591545931360776,1183365.0,-0.9959398496240601,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No
MDIY,1640.0,83.01886792452831,1465.25,1387.3,703.49,1790.0,10.0,61.90825129863588,2026815.0,-0.7533834586466166,No,No,No,Yes,No,Yes,No,No,No,No
