Ticker,Latest Close,RSI,SMA20,SMA50,SMA200,52W High,52W Low,Volatility,Avg Volume,Rel Performance,Uptrend,Downtrend,Wedge,Trendline Support,Triangle Asc,Channel Up,Channel Down,Double Bottom,Multiple Bottom,Head and Shoulders
UNTD,89.0,61.70212765957447,86.05,82.38,102.945,139.0,70.0,5.577209254258529,11744565.0,-0.9866165413533835,No,No,Yes,No,Yes,No,No,Yes,No,No
UNTR,22100.0,36.666666666666664,22411.25,22654.0,25286.125,28500.0,20100.0,124.94077544314163,5605405.0,2.3233082706766917,No,No,No,No,No,No,Yes,No,Yes,No
UNVR,1755.0,50.70422535211267,1668.75,1406.4,1874.625,3280.0,1015.0,65.00202425927438,46456445.0,-0.7360902255639098,No,No,No,No,No,No,No,Yes,No,No
URBN,127.0,80.0,114.6,107.98,127.06,173.0,93.0,2.8078836218704146,165830.0,-0.9809022556390977,No,No,Yes,No,Yes,No,No,No,No,No
UVCR,74.0,55.55555555555556,67.35,63.86,66.56,107.0,50.0,4.236433444384553,16089015.0,-0.9888721804511278,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No
VAST,118.0,63.829787234042556,113.95,108.54,82.955,124.0,68.0,4.339233489465119,2926640.0,-0.9822556390977444,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No
VERN,104.0,65.78947368421052,98.2,97.96,126.245,208.0,68.0,4.185186899211337,2808925.0,-0.9843609022556391,No,No,Yes,No,Yes,No,No,No,No,No
VICI,625.0,44.444444444444436,626.25,622.4,626.825,660.0,595.0,6.858532903759935,587510.0,-0.9060150375939849,No,No,Yes,No,Yes,No,No,No,Yes,No
VICO,144.0,28.358208955223887,155.85,166.86,165.86,254.0,90.0,6.847204570771853,776550.0,-0.9783458646616542,No,No,Yes,No,Yes,No,Yes,Yes,No,No
VINS,114.0,51.85185185185185,111.6,106.84,115.525,171.0,101.0,3.0762246020680015,174025.0,-0.9828571428571429,No,No,Yes,No,Yes,No,No,No,No,No
VISI,141.0,17.647058823529406,151.1,164.5,255.785,685.0,88.0,3.001753857903916,1053660.0,-0.978796992481203,No,No,Yes,No,Yes,No,Yes,No,Yes,No
VIVA,12.0,39.99999999999999,12.15,12.98,8.885,20.0,5.0,0.4103912282482188,4067750.0,-0.9981954887218045,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No
VKTR,83.0,38.46153846153846,88.35,86.94,121.17,164.0,62.0,5.165421459573576,21442305.0,-0.9875187969924812,No,No,Yes,No,Yes,No,Yes,Yes,No,No
VOKS,202.0,50.0,200.8,202.68,210.55,326.0,172.0,8.278698086834439,428525.0,-0.9696240601503759,No,No,Yes,No,Yes,No,Yes,Yes,No,No
VTNY,132.0,28.57142857142857,137.35,154.98,158.35,250.0,115.0,2.900090726760542,5783825.0,-0.9801503759398497,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No
WAPO,161.0,40.15748031496063,144.05,131.08,117.15,186.0,90.0,20.61750661101299,22784120.0,-0.9757894736842105,No,No,Yes,Yes,Yes,Yes,No,No,No,No
WEGE,67.0,61.11111111111111,62.25,56.32,68.33,89.0,50.0,1.5008769058687774,11536365.0,-0.9899248120300752,No,No,Yes,No,Yes,No,No,No,No,No
WEHA,102.0,48.275862068965516,102.15,100.1,117.26,160.0,87.0,2.5131234313722306,2806370.0,-0.9846616541353383,No,No,Yes,No,Yes,No,No,Yes,Yes,No
WGSH,172.0,72.41379310344828,171.7,169.7,107.55,210.0,52.0,7.749193500469932,1242855.0,-0.9741353383458646,No,No,Yes,Yes,Yes,Yes,No,No,No,No
WIDI,22.0,73.33333333333333,15.65,15.08,13.34,22.0,7.0,0.41039122825119795,8891705.0,-0.9966917293233083,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No
WIFI,2050.0,31.25,2145.5,2080.9,910.515,2610.0,140.0,36.168465472640925,49499160.0,-0.6917293233082706,No,No,No,Yes,No,No,No,Yes,Yes,No
WIIM,900.0,64.0,808.75,695.5,816.075,1285.0,560.0,24.734112389520764,2851935.0,-0.8646616541353384,No,No,No,Yes,No,Yes,No,No,No,No
WINR,27.0,77.77777777777777,23.2,22.04,17.24,27.0,8.0,0.9514531336251155,3869965.0,-0.9959398496240601,No,No,Yes,Yes,Yes,Yes,No,No,No,No
WINS,360.0,27.027027027027017,365.1,365.24,445.51,570.0,338.0,4.366137629810952,3600590.0,-0.9458646616541353,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No
WIRG,85.0,45.833333333333336,86.75,93.58,96.185,145.0,73.0,1.2814465149929128,199968170.0,-0.987218045112782,No,No,Yes,No,Yes,No,Yes,Yes,No,No
WOMF,346.0,42.857142857142854,342.9,352.28,355.4,386.0,332.0,3.9722723063876932,205575.0,-0.9479699248120301,No,No,Yes,No,Yes,No,Yes,No,No,No
WOOD,368.0,76.92307692307693,335.9,336.12,304.1,408.0,185.0,8.642611685703628,3973305.0,-0.9446616541353383,No,No,Yes,Yes,Yes,Yes,No,No,No,No
WOWS,48.0,57.14285714285714,47.9,48.44,43.38,52.0,8.0,0.7451597583630789,799185.0,-0.9927819548872181,No,No,Yes,Yes,Yes,No,No,No,Yes,No
WSBP,15.0,66.66666666666666,14.3,13.18,16.865,26.0,10.0,0.5026245980186067,6002680.0,-0.9977443609022556,No,No,Yes,No,Yes,No,No,Yes,No,No
WTON,86.0,53.846153846153854,82.65,73.12,87.15,119.0,57.0,1.9574419161241665,11854485.0,-0.9870676691729323,No,No,Yes,No,Yes,No,No,Yes,No,No
YELO,21.0,60.0,20.1,21.16,17.55,26.0,9.0,0.5026245980186392,1442370.0,-0.9968421052631579,No,No,Yes,Yes,Yes,No,No,No,Yes,No
YOII,93.0,31.25,97.6,93.94,49.135,135.0,14.0,2.1490511767431824,2861330.0,-0.986015037593985,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No
YUPI,1930.0,98.55072463768116,1706.5,,311.54,2390.0,14.0,47.57265910841163,379070.0,-0.7097744360902256,No,No,No,Yes,No,Yes,No,No,No,No
ZATA,10.0,83.33333333333333,7.9,8.04,8.96,12.0,6.0,0.5104176950150413,13794270.0,-0.9984962406015038,No,No,Yes,Yes,Yes,Yes,No,No,No,No
ZBRA,50.0,,50.0,50.0,108.42,460.0,50.0,0.0,78920.0,-0.9924812030075187,No,No,Yes,No,Yes,No,No,Yes,Yes,No
ZINC,13.0,50.0,13.2,14.06,15.86,26.0,7.0,0.5104176950149915,4094960.0,-0.9980451127819548,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No
ZONE,805.0,25.000000000000014,810.5,806.1,855.975,1240.0,795.0,5.590169935493537,199050.0,-0.8789473684210526,No,No,Yes,No,Yes,No,Yes,Yes,No,No
ZYRX,117.0,54.54545454545455,115.9,117.6,136.935,186.0,112.0,2.6650762628098295,200170.0,-0.982406015037594,No,No,Yes,No,Yes,No,Yes,No,Yes,No
stocklist,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No
